,Vector ID,Year,Province,Labour force characteristics,Sex,Unit of Measure,Value,Coordinate
4378,v1063548712,2019,Alberta,Full-time employment,Females,Persons,788.6,10.4.3.1
4379,v1063548713,2019,Alberta,Full-time employment,Females,Persons,73.4,10.4.3.2
4380,v1063548714,2019,Alberta,Full-time employment,Females,Persons,715.2,10.4.3.3
4381,v1063548715,2019,Alberta,Full-time employment,Females,Persons,405.4,10.4.3.4
4382,v1063548733,2019,Alberta,Full-time employment,Females,Persons,288.2,10.4.3.22
4383,v1063548716,2019,Alberta,Full-time employment,Females,Persons,309.8,10.4.3.5
4384,v1063548717,2019,Alberta,Full-time employment,Females,Persons,575.0,10.4.3.6
4385,v1063548718,2019,Alberta,Full-time employment,Females,Persons,140.2,10.4.3.7
4386,v1063548719,2019,Alberta,Full-time employment,Females,Persons,766.9,10.4.3.8
4387,v1063548720,2019,Alberta,Full-time employment,Females,Persons,12.3,10.4.3.9
4388,v1063548721,2019,Alberta,Full-time employment,Females,Persons,61.1,10.4.3.10
4389,v1063548722,2019,Alberta,Full-time employment,Females,Persons,99.5,10.4.3.11
4390,v1063548723,2019,Alberta,Full-time employment,Females,Persons,105.3,10.4.3.12
4391,v1063548724,2019,Alberta,Full-time employment,Females,Persons,102.1,10.4.3.13
4392,v1063548725,2019,Alberta,Full-time employment,Females,Persons,98.5,10.4.3.14
4393,v1063548726,2019,Alberta,Full-time employment,Females,Persons,90.5,10.4.3.15
4394,v1063548727,2019,Alberta,Full-time employment,Females,Persons,79.1,10.4.3.16
4395,v1063548728,2019,Alberta,Full-time employment,Females,Persons,71.6,10.4.3.17
4396,v1063548729,2019,Alberta,Full-time employment,Females,Persons,46.9,10.4.3.18
4397,v1063548730,2019,Alberta,Full-time employment,Females,Persons,21.6,10.4.3.19
4398,v1063548731,2019,Alberta,Full-time employment,Females,Persons,15.8,10.4.3.20
4399,v1063548732,2019,Alberta,Full-time employment,Females,Persons,5.8,10.4.3.21
4400,v1063548756,2019,Alberta,Part-time employment,Males,Persons,133.6,10.5.2.1
4401,v1063548757,2019,Alberta,Part-time employment,Males,Persons,54.3,10.5.2.2
4402,v1063548758,2019,Alberta,Part-time employment,Males,Persons,79.3,10.5.2.3
4403,v1063548759,2019,Alberta,Part-time employment,Males,Persons,30.0,10.5.2.4
4404,v1063548777,2019,Alberta,Part-time employment,Males,Persons,29.1,10.5.2.22
4405,v1063548760,2019,Alberta,Part-time employment,Males,Persons,49.4,10.5.2.5
4406,v1063548761,2019,Alberta,Part-time employment,Males,Persons,41.4,10.5.2.6
4407,v1063548762,2019,Alberta,Part-time employment,Males,Persons,37.9,10.5.2.7
4408,v1063548763,2019,Alberta,Part-time employment,Males,Persons,113.3,10.5.2.8
4409,v1063548764,2019,Alberta,Part-time employment,Males,Persons,29.6,10.5.2.9
4410,v1063548765,2019,Alberta,Part-time employment,Males,Persons,24.7,10.5.2.10
4411,v1063548766,2019,Alberta,Part-time employment,Males,Persons,9.0,10.5.2.11
4412,v1063548767,2019,Alberta,Part-time employment,Males,Persons,7.5,10.5.2.12
4413,v1063548768,2019,Alberta,Part-time employment,Males,Persons,6.5,10.5.2.13
4414,v1063548769,2019,Alberta,Part-time employment,Males,Persons,7.0,10.5.2.14
4415,v1063548770,2019,Alberta,Part-time employment,Males,Persons,5.1,10.5.2.15
4416,v1063548771,2019,Alberta,Part-time employment,Males,Persons,6.3,10.5.2.16
4417,v1063548772,2019,Alberta,Part-time employment,Males,Persons,6.5,10.5.2.17
4418,v1063548773,2019,Alberta,Part-time employment,Males,Persons,11.1,10.5.2.18
4419,v1063548774,2019,Alberta,Part-time employment,Males,Persons,20.3,10.5.2.19
4420,v1063548775,2019,Alberta,Part-time employment,Males,Persons,9.9,10.5.2.20
4421,v1063548776,2019,Alberta,Part-time employment,Males,Persons,10.4,10.5.2.21
4422,v1063548778,2019,Alberta,Part-time employment,Females,Persons,284.8,10.5.3.1
4423,v1063548779,2019,Alberta,Part-time employment,Females,Persons,75.1,10.5.3.2
4424,v1063548780,2019,Alberta,Part-time employment,Females,Persons,209.7,10.5.3.3
4425,v1063548781,2019,Alberta,Part-time employment,Females,Persons,101.2,10.5.3.4
4426,v1063548799,2019,Alberta,Part-time employment,Females,Persons,88.1,10.5.3.22
4427,v1063548782,2019,Alberta,Part-time employment,Females,Persons,108.5,10.5.3.5
4428,v1063548783,2019,Alberta,Part-time employment,Females,Persons,143.5,10.5.3.6
4429,v1063548784,2019,Alberta,Part-time employment,Females,Persons,66.2,10.5.3.7
4430,v1063548785,2019,Alberta,Part-time employment,Females,Persons,264.4,10.5.3.8
4431,v1063548786,2019,Alberta,Part-time employment,Females,Persons,37.0,10.5.3.9
4432,v1063548787,2019,Alberta,Part-time employment,Females,Persons,38.1,10.5.3.10
4433,v1063548788,2019,Alberta,Part-time employment,Females,Persons,21.3,10.5.3.11
4434,v1063548789,2019,Alberta,Part-time employment,Females,Persons,24.4,10.5.3.12
4435,v1063548790,2019,Alberta,Part-time employment,Females,Persons,28.5,10.5.3.13
4436,v1063548791,2019,Alberta,Part-time employment,Females,Persons,27.1,10.5.3.14
4437,v1063548792,2019,Alberta,Part-time employment,Females,Persons,21.1,10.5.3.15
4438,v1063548793,2019,Alberta,Part-time employment,Females,Persons,21.2,10.5.3.16
4439,v1063548794,2019,Alberta,Part-time employment,Females,Persons,25.7,10.5.3.17
4440,v1063548795,2019,Alberta,Part-time employment,Females,Persons,20.1,10.5.3.18
4441,v1063548796,2019,Alberta,Part-time employment,Females,Persons,20.4,10.5.3.19
4442,v1063548797,2019,Alberta,Part-time employment,Females,Persons,13.4,10.5.3.20
4443,v1063548798,2019,Alberta,Part-time employment,Females,Persons,7.1,10.5.3.21
4444,v1063549152,2019,Alberta,Proportion employed full-time,Males,Percentage,89.2,10.11.2.1
4445,v1063549153,2019,Alberta,Proportion employed full-time,Males,Percentage,64.5,10.11.2.2
4446,v1063549154,2019,Alberta,Proportion employed full-time,Males,Percentage,92.7,10.11.2.3
4447,v1063549155,2019,Alberta,Proportion employed full-time,Males,Percentage,94.9,10.11.2.4
4448,v1063549173,2019,Alberta,Proportion employed full-time,Males,Percentage,93.3,10.11.2.22
4449,v1063549156,2019,Alberta,Proportion employed full-time,Males,Percentage,90.1,10.11.2.5
4450,v1063549157,2019,Alberta,Proportion employed full-time,Males,Percentage,95.0,10.11.2.6
4451,v1063549158,2019,Alberta,Proportion employed full-time,Males,Percentage,85.1,10.11.2.7
4452,v1063549159,2019,Alberta,Proportion employed full-time,Males,Percentage,90.3,10.11.2.8
4453,v1063549160,2019,Alberta,Proportion employed full-time,Males,Percentage,40.6,10.11.2.9
4454,v1063549161,2019,Alberta,Proportion employed full-time,Males,Percentage,76.1,10.11.2.10
4455,v1063549162,2019,Alberta,Proportion employed full-time,Males,Percentage,93.3,10.11.2.11
4456,v1063549163,2019,Alberta,Proportion employed full-time,Males,Percentage,95.1,10.11.2.12
4457,v1063549164,2019,Alberta,Proportion employed full-time,Males,Percentage,95.7,10.11.2.13
4458,v1063549165,2019,Alberta,Proportion employed full-time,Males,Percentage,95.1,10.11.2.14
4459,v1063549166,2019,Alberta,Proportion employed full-time,Males,Percentage,95.9,10.11.2.15
4460,v1063549167,2019,Alberta,Proportion employed full-time,Males,Percentage,94.7,10.11.2.16
4461,v1063549168,2019,Alberta,Proportion employed full-time,Males,Percentage,94.0,10.11.2.17
4462,v1063549169,2019,Alberta,Proportion employed full-time,Males,Percentage,86.4,10.11.2.18
4463,v1063549170,2019,Alberta,Proportion employed full-time,Males,Percentage,68.7,10.11.2.19
4464,v1063549171,2019,Alberta,Proportion employed full-time,Males,Percentage,75.3,10.11.2.20
4465,v1063549172,2019,Alberta,Proportion employed full-time,Males,Percentage,57.8,10.11.2.21
4466,v1063549174,2019,Alberta,Proportion employed full-time,Females,Percentage,73.5,10.11.3.1
4467,v1063549175,2019,Alberta,Proportion employed full-time,Females,Percentage,49.4,10.11.3.2
4468,v1063549176,2019,Alberta,Proportion employed full-time,Females,Percentage,77.3,10.11.3.3
4469,v1063549177,2019,Alberta,Proportion employed full-time,Females,Percentage,80.0,10.11.3.4
4470,v1063549195,2019,Alberta,Proportion employed full-time,Females,Percentage,76.6,10.11.3.22
4471,v1063549178,2019,Alberta,Proportion employed full-time,Females,Percentage,74.1,10.11.3.5
4472,v1063549179,2019,Alberta,Proportion employed full-time,Females,Percentage,80.0,10.11.3.6
4473,v1063549180,2019,Alberta,Proportion employed full-time,Females,Percentage,67.9,10.11.3.7
4474,v1063549181,2019,Alberta,Proportion employed full-time,Females,Percentage,74.4,10.11.3.8
4475,v1063549182,2019,Alberta,Proportion employed full-time,Females,Percentage,24.9,10.11.3.9
4476,v1063549183,2019,Alberta,Proportion employed full-time,Females,Percentage,61.6,10.11.3.10
4477,v1063549184,2019,Alberta,Proportion employed full-time,Females,Percentage,82.4,10.11.3.11
4478,v1063549185,2019,Alberta,Proportion employed full-time,Females,Percentage,81.2,10.11.3.12
4479,v1063549186,2019,Alberta,Proportion employed full-time,Females,Percentage,78.2,10.11.3.13
4480,v1063549187,2019,Alberta,Proportion employed full-time,Females,Percentage,78.4,10.11.3.14
4481,v1063549188,2019,Alberta,Proportion employed full-time,Females,Percentage,81.1,10.11.3.15
4482,v1063549189,2019,Alberta,Proportion employed full-time,Females,Percentage,78.9,10.11.3.16
4483,v1063549190,2019,Alberta,Proportion employed full-time,Females,Percentage,73.6,10.11.3.17
4484,v1063549191,2019,Alberta,Proportion employed full-time,Females,Percentage,70.0,10.11.3.18
4485,v1063549192,2019,Alberta,Proportion employed full-time,Females,Percentage,51.4,10.11.3.19
4486,v1063549193,2019,Alberta,Proportion employed full-time,Females,Percentage,54.1,10.11.3.20
4487,v1063549194,2019,Alberta,Proportion employed full-time,Females,Percentage,45.0,10.11.3.21
4488,v1063549218,2019,Alberta,Proportion employed part-time,Males,Percentage,10.8,10.12.2.1
4489,v1063549219,2019,Alberta,Proportion employed part-time,Males,Percentage,35.5,10.12.2.2
4490,v1063549220,2019,Alberta,Proportion employed part-time,Males,Percentage,7.3,10.12.2.3
4491,v1063549221,2019,Alberta,Proportion employed part-time,Males,Percentage,5.1,10.12.2.4
4492,v1063549239,2019,Alberta,Proportion employed part-time,Males,Percentage,6.7,10.12.2.22
4493,v1063549222,2019,Alberta,Proportion employed part-time,Males,Percentage,9.9,10.12.2.5
4494,v1063549223,2019,Alberta,Proportion employed part-time,Males,Percentage,5.0,10.12.2.6
4495,v1063549224,2019,Alberta,Proportion employed part-time,Males,Percentage,14.9,10.12.2.7
4496,v1063549225,2019,Alberta,Proportion employed part-time,Males,Percentage,9.7,10.12.2.8
4497,v1063549226,2019,Alberta,Proportion employed part-time,Males,Percentage,59.4,10.12.2.9
4498,v1063549227,2019,Alberta,Proportion employed part-time,Males,Percentage,23.9,10.12.2.10
4499,v1063549228,2019,Alberta,Proportion employed part-time,Males,Percentage,6.7,10.12.2.11
4500,v1063549229,2019,Alberta,Proportion employed part-time,Males,Percentage,4.9,10.12.2.12
4501,v1063549230,2019,Alberta,Proportion employed part-time,Males,Percentage,4.3,10.12.2.13
4502,v1063549231,2019,Alberta,Proportion employed part-time,Males,Percentage,4.9,10.12.2.14
4503,v1063549232,2019,Alberta,Proportion employed part-time,Males,Percentage,4.1,10.12.2.15
4504,v1063549233,2019,Alberta,Proportion employed part-time,Males,Percentage,5.3,10.12.2.16
4505,v1063549234,2019,Alberta,Proportion employed part-time,Males,Percentage,6.0,10.12.2.17
4506,v1063549235,2019,Alberta,Proportion employed part-time,Males,Percentage,13.6,10.12.2.18
4507,v1063549236,2019,Alberta,Proportion employed part-time,Males,Percentage,31.3,10.12.2.19
4508,v1063549237,2019,Alberta,Proportion employed part-time,Males,Percentage,24.8,10.12.2.20
4509,v1063549238,2019,Alberta,Proportion employed part-time,Males,Percentage,41.8,10.12.2.21
4510,v1063549240,2019,Alberta,Proportion employed part-time,Females,Percentage,26.5,10.12.3.1
4511,v1063549241,2019,Alberta,Proportion employed part-time,Females,Percentage,50.6,10.12.3.2
4512,v1063549242,2019,Alberta,Proportion employed part-time,Females,Percentage,22.7,10.12.3.3
4513,v1063549243,2019,Alberta,Proportion employed part-time,Females,Percentage,20.0,10.12.3.4
4514,v1063549261,2019,Alberta,Proportion employed part-time,Females,Percentage,23.4,10.12.3.22
4515,v1063549244,2019,Alberta,Proportion employed part-time,Females,Percentage,25.9,10.12.3.5
4516,v1063549245,2019,Alberta,Proportion employed part-time,Females,Percentage,20.0,10.12.3.6
4517,v1063549246,2019,Alberta,Proportion employed part-time,Females,Percentage,32.1,10.12.3.7
4518,v1063549247,2019,Alberta,Proportion employed part-time,Females,Percentage,25.6,10.12.3.8
4519,v1063549248,2019,Alberta,Proportion employed part-time,Females,Percentage,75.1,10.12.3.9
4520,v1063549249,2019,Alberta,Proportion employed part-time,Females,Percentage,38.4,10.12.3.10
4521,v1063549250,2019,Alberta,Proportion employed part-time,Females,Percentage,17.6,10.12.3.11
4522,v1063549251,2019,Alberta,Proportion employed part-time,Females,Percentage,18.8,10.12.3.12
4523,v1063549252,2019,Alberta,Proportion employed part-time,Females,Percentage,21.8,10.12.3.13
4524,v1063549253,2019,Alberta,Proportion employed part-time,Females,Percentage,21.6,10.12.3.14
4525,v1063549254,2019,Alberta,Proportion employed part-time,Females,Percentage,18.9,10.12.3.15
4526,v1063549255,2019,Alberta,Proportion employed part-time,Females,Percentage,21.1,10.12.3.16
4527,v1063549256,2019,Alberta,Proportion employed part-time,Females,Percentage,26.4,10.12.3.17
4528,v1063549257,2019,Alberta,Proportion employed part-time,Females,Percentage,30.0,10.12.3.18
4529,v1063549258,2019,Alberta,Proportion employed part-time,Females,Percentage,48.6,10.12.3.19
4530,v1063549259,2019,Alberta,Proportion employed part-time,Females,Percentage,45.9,10.12.3.20
4531,v1063549260,2019,Alberta,Proportion employed part-time,Females,Percentage,55.0,10.12.3.21
4532,v1063548822,2019,Alberta,Unemployment,Males,Persons,99.8,10.6.2.1
4533,v1063548823,2019,Alberta,Unemployment,Males,Persons,26.2,10.6.2.2
4534,v1063548824,2019,Alberta,Unemployment,Males,Persons,73.6,10.6.2.3
4535,v1063548825,2019,Alberta,Unemployment,Males,Persons,37.6,10.6.2.4
4536,v1063548843,2019,Alberta,Unemployment,Males,Persons,31.3,10.6.2.22
4537,v1063548826,2019,Alberta,Unemployment,Males,Persons,36.0,10.6.2.5
4538,v1063548827,2019,Alberta,Unemployment,Males,Persons,51.2,10.6.2.6
4539,v1063548828,2019,Alberta,Unemployment,Males,Persons,22.4,10.6.2.7
4540,v1063548829,2019,Alberta,Unemployment,Males,Persons,95.0,10.6.2.8
4541,v1063548830,2019,Alberta,Unemployment,Males,Persons,14.0,10.6.2.9
4542,v1063548831,2019,Alberta,Unemployment,Males,Persons,12.3,10.6.2.10
4543,v1063548832,2019,Alberta,Unemployment,Males,Persons,10.4,10.6.2.11
4544,v1063548833,2019,Alberta,Unemployment,Males,Persons,11.2,10.6.2.12
4545,v1063548834,2019,Alberta,Unemployment,Males,Persons,7.9,10.6.2.13
4546,v1063548835,2019,Alberta,Unemployment,Males,Persons,8.0,10.6.2.14
4547,v1063548836,2019,Alberta,Unemployment,Males,Persons,6.7,10.6.2.15
4548,v1063548837,2019,Alberta,Unemployment,Males,Persons,7.0,10.6.2.16
4549,v1063548838,2019,Alberta,Unemployment,Males,Persons,8.9,10.6.2.17
4550,v1063548839,2019,Alberta,Unemployment,Males,Persons,8.7,10.6.2.18
4551,v1063548840,2019,Alberta,Unemployment,Males,Persons,,10.6.2.19
4552,v1063548841,2019,Alberta,Unemployment,Males,Persons,,10.6.2.20
4553,v1063548842,2019,Alberta,Unemployment,Males,Persons,,10.6.2.21
4554,v1063548844,2019,Alberta,Unemployment,Females,Persons,69.7,10.6.3.1
4555,v1063548845,2019,Alberta,Unemployment,Females,Persons,15.9,10.6.3.2
4556,v1063548846,2019,Alberta,Unemployment,Females,Persons,53.8,10.6.3.3
4557,v1063548847,2019,Alberta,Unemployment,Females,Persons,30.5,10.6.3.4
4558,v1063548865,2019,Alberta,Unemployment,Females,Persons,21.9,10.6.3.22
4559,v1063548848,2019,Alberta,Unemployment,Females,Persons,23.4,10.6.3.5
4560,v1063548849,2019,Alberta,Unemployment,Females,Persons,41.4,10.6.3.6
4561,v1063548850,2019,Alberta,Unemployment,Females,Persons,12.4,10.6.3.7
4562,v1063548851,2019,Alberta,Unemployment,Females,Persons,68.2,10.6.3.8
4563,v1063548852,2019,Alberta,Unemployment,Females,Persons,9.4,10.6.3.9
4564,v1063548853,2019,Alberta,Unemployment,Females,Persons,6.5,10.6.3.10
4565,v1063548854,2019,Alberta,Unemployment,Females,Persons,8.5,10.6.3.11
4566,v1063548855,2019,Alberta,Unemployment,Females,Persons,8.1,10.6.3.12
4567,v1063548856,2019,Alberta,Unemployment,Females,Persons,7.9,10.6.3.13
4568,v1063548857,2019,Alberta,Unemployment,Females,Persons,6.0,10.6.3.14
4569,v1063548858,2019,Alberta,Unemployment,Females,Persons,6.0,10.6.3.15
4570,v1063548859,2019,Alberta,Unemployment,Females,Persons,4.9,10.6.3.16
4571,v1063548860,2019,Alberta,Unemployment,Females,Persons,6.3,10.6.3.17
4572,v1063548861,2019,Alberta,Unemployment,Females,Persons,4.7,10.6.3.18
4573,v1063548862,2019,Alberta,Unemployment,Females,Persons,,10.6.3.19
4574,v1063548863,2019,Alberta,Unemployment,Females,Persons,,10.6.3.20
4575,v1063548864,2019,Alberta,Unemployment,Females,Persons,,10.6.3.21
4576,v1063548888,2019,Alberta,Not in labour force,Males,Persons,395.1,10.7.2.1
4577,v1063548889,2019,Alberta,Not in labour force,Males,Persons,87.5,10.7.2.2
4578,v1063548890,2019,Alberta,Not in labour force,Males,Persons,307.6,10.7.2.3
4579,v1063548891,2019,Alberta,Not in labour force,Males,Persons,39.5,10.7.2.4
4580,v1063548909,2019,Alberta,Not in labour force,Males,Persons,77.4,10.7.2.22
4581,v1063548892,2019,Alberta,Not in labour force,Males,Persons,268.1,10.7.2.5
4582,v1063548893,2019,Alberta,Not in labour force,Males,Persons,57.0,10.7.2.6
4583,v1063548894,2019,Alberta,Not in labour force,Males,Persons,250.6,10.7.2.7
4584,v1063548895,2019,Alberta,Not in labour force,Males,Persons,204.4,10.7.2.8
4585,v1063548896,2019,Alberta,Not in labour force,Males,Persons,63.3,10.7.2.9
4586,v1063548897,2019,Alberta,Not in labour force,Males,Persons,24.2,10.7.2.10
4587,v1063548898,2019,Alberta,Not in labour force,Males,Persons,14.7,10.7.2.11
4588,v1063548899,2019,Alberta,Not in labour force,Males,Persons,9.8,10.7.2.12
4589,v1063548900,2019,Alberta,Not in labour force,Males,Persons,7.7,10.7.2.13
4590,v1063548901,2019,Alberta,Not in labour force,Males,Persons,7.3,10.7.2.14
4591,v1063548902,2019,Alberta,Not in labour force,Males,Persons,8.2,10.7.2.15
4592,v1063548903,2019,Alberta,Not in labour force,Males,Persons,9.3,10.7.2.16
4593,v1063548904,2019,Alberta,Not in labour force,Males,Persons,23.3,10.7.2.17
4594,v1063548905,2019,Alberta,Not in labour force,Males,Persons,36.6,10.7.2.18
4595,v1063548906,2019,Alberta,Not in labour force,Males,Persons,190.7,10.7.2.19
4596,v1063548907,2019,Alberta,Not in labour force,Males,Persons,52.7,10.7.2.20
4597,v1063548908,2019,Alberta,Not in labour force,Males,Persons,138.1,10.7.2.21
4598,v1063548910,2019,Alberta,Not in labour force,Females,Persons,582.0,10.7.3.1
4599,v1063548911,2019,Alberta,Not in labour force,Females,Persons,86.8,10.7.3.2
4600,v1063548912,2019,Alberta,Not in labour force,Females,Persons,495.2,10.7.3.3
4601,v1063548913,2019,Alberta,Not in labour force,Females,Persons,111.0,10.7.3.4
4602,v1063548931,2019,Alberta,Not in labour force,Females,Persons,136.0,10.7.3.22
4603,v1063548914,2019,Alberta,Not in labour force,Females,Persons,384.2,10.7.3.5
4604,v1063548915,2019,Alberta,Not in labour force,Females,Persons,155.1,10.7.3.6
4605,v1063548916,2019,Alberta,Not in labour force,Females,Persons,340.1,10.7.3.7
4606,v1063548917,2019,Alberta,Not in labour force,Females,Persons,333.8,10.7.3.8
4607,v1063548918,2019,Alberta,Not in labour force,Females,Persons,62.4,10.7.3.9
4608,v1063548919,2019,Alberta,Not in labour force,Females,Persons,24.4,10.7.3.10
4609,v1063548920,2019,Alberta,Not in labour force,Females,Persons,23.9,10.7.3.11
4610,v1063548921,2019,Alberta,Not in labour force,Females,Persons,34.0,10.7.3.12
4611,v1063548922,2019,Alberta,Not in labour force,Females,Persons,29.0,10.7.3.13
4612,v1063548923,2019,Alberta,Not in labour force,Females,Persons,24.1,10.7.3.14
4613,v1063548924,2019,Alberta,Not in labour force,Females,Persons,20.6,10.7.3.15
